comment,score
学海无涯。,0.07206405788802683
课程视频都挺好的,0.6918437913776668
"讲解很到位
",0.9646295660200396
这个课程包太好了，就是视频有些多，在概括精炼下就好了,0.989710409029036
好好哈哈哈哦啊,0.907834339337873
有收获，很棒,0.886680222980412
77777,0.9503585049123396
还可以，比平时学习效率高一点，但练习题少了点 ,0.5
老师教的好 平台很方便,0.9743868705925697
欲学新法由此学最佳,0.949294820806973
感觉学到了新东西,0.984414348443356
66666,0.8321585662764084
666666666666666,0.5
"至少输入5个字
可以从课程内容组织、授课方式的角度评价课程，或者分享课程给你带来了什么收获和启发
",0.5
感觉挺好的,0.9997275688073989
非常良心的软件,0.8406827678461708
66666,0.3181510628576427
非常的不错,0.5
00000000,0.8612132352941176
不错，讲得好,0.5
学习紧凑，效果 好,0.9454729332754885
6666666,0.9770475629427526
               发的蛙放大,0.5
12345,0.30798887999804037
进一步了解软件的应用，丰富和完善课上所学的知识。,0.5
66666666666666,0.8561923233070918
咳咳！有待提高,0.5
"没有字幕
有点难受",0.3361738824776078
挺好的，很喜欢,0.1684458001689486
"老师讲得很精细，只不过还有些我们可能不是很清楚，希望老师多讲些
",0.9494143095768955
网络经常崩溃,0.9994396676979728
加油加油加油,0.23805621166393642
给学分就好,0.9985630869920382
"学习时间很短 让我没用充分时间进一步的了解  Java script  时间长一点更好 
",0.6317853705682674
"
非常实用，对办公有很大的帮助
",0.9675111949983789
挺好的   我挺喜欢的,0.78134724008487
使用体验很好,0.9624493552681587
课程很基础，一些案例都非常的经典，但是老师的一些概念的讲解有一些不清晰，希望能够做好。,0.8533844453649203
咱俩站一起就是绝代双骄啊~,0.999985052071299
建议老师写的时候不用加write。很多无编程基础的学生通常会蒙逼的,0.7608003231846097
一般般您参考,0.9531225822324969
好，就是做完后没有答案，网上又不好找。烦恼呀！,0.6241573564593128
,0.7442778507463796
