34,JavaScript: Get a random integer in the specified range,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get a random integer in the specified range</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const randomIntegerInRange = (min, max) => Math.floor(Math.random() * (max - min + 1)) + min;
console.log(randomIntegerInRange(0, 5));
console.log(randomIntegerInRange(2, 5));
console.log(randomIntegerInRange(5, -5));
console.log(randomIntegerInRange(-2, -7));
","Easy
"
35,JavaScript: Get an array of given n random integers in the specified range,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get an array of given n random integers in the specified range</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const random_intArray_In_Range = (min, max, n = 1) =>
  Array.from({ length: n }, () => Math.floor(Math.random() * (max - min + 1)) + min);
console.log(random_intArray_In_Range(1, 20, 10));
console.log(random_intArray_In_Range(-10, 10, 5));
","Hard
"
36,JavaScript: Create a function that invokes each provided function with the arguments it receives and returns the results,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Create a function that invokes each provided function with the arguments it receives and returns the results</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const over = (...fns) => (...args) => fns.map(fn => fn.apply(null, args));
const minMax = over(Math.min, Math.max);
console.log(minMax(1, 2, 3, 4, 5)); 
console.log(minMax(1, 2, 5, 4, 3)); 
console.log(minMax(1, 2, 5, -4, 3));
","Hard
"
37,JavaScript fundamental: Get a sorted array of objects ordered by properties and orders,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get a sorted array of objects ordered by properties and orders</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const orderBy = (arr, props, orders) =>
  [...arr].sort((a, b) =>
    props.reduce((acc, prop, i) => {
      if (acc === 0) {
        const [p1, p2] = orders && orders[i] === 'desc' ? [b[prop], a[prop]] : [a[prop], b[prop]];
        acc = p1 > p2 ? 1 : p1 < p2 ? -1 : 0;
      }
      return acc;
    }, 0)
  );
const users = [{ name: 'fred', age: 48 }, { name: 'barney', age: 36 }, { name: 'fred', age: 40 }];

console.log(orderBy(users, ['name', 'age'], ['asc', 'desc'])); 
console.log(orderBy(users, ['name', 'age']));
","Medium
"
38,JavaScript: Pad a string on both sides with the specified character,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Pad a string on both sides with the specified character</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 

const pad = (str, length, char = ' ') =>
 str.padStart((str.length + length) / 2, char).padEnd(length, char);
console.log(pad('cat', 8));
console.log(pad(String(42), 6, '0'))
console.log(pad('foobar', 3))
","Medium
"
39,JavaScript: Remove the key-value pairs corresponding to the given keys from an object,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Remove the key-value pairs corresponding to the given keys from an object</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const omit = (obj, arr) =>
  Object.keys(obj)
    .filter(k => !arr.includes(k))
    .reduce((acc, key) => ((acc[key] = obj[key]), acc), {});

console.log(omit({ a: 1, b: '2', c: 3 }, ['b']));
console.log(omit({ a: 1, b: 2, c: 3 }, ['c']));
","Medium
"
40,JavaScript: Create an array of key-value pair arrays from a given object,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Create an array of key-value pair arrays from a given object</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const object_to_pairs = obj => Object.keys(obj).map(k => [k, obj[k]]);
console.log(object_to_pairs({ a: 1, b: 2 }));
console.log(object_to_pairs({ a: 1, b: 2, c: 3 }));
","Medium
"
41,JavaScript: Create an object from the given key-value pairs,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Create an object from the given key-value pairs</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const object_From_Pairs = arr => arr.reduce((a, v) => ((a[v[0]] = v[1]), a), {});
console.log(object_From_Pairs([['a', 1], ['b', 2]])); 
console.log(object_From_Pairs([[1, 10], [2, 20], [3, 30]]));
","Medium
"
42,JavaScript: Get a customized coalesce function that returns the first argument that returns true from the provided argument validation function,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get a customized coalesce function that returns the first argument that returns true from the provided argument validation function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const coalesceFactory = valid => (...args) => args.find(valid);
const customCoalesce = coalesceFactory(_ => ![null, undefined, '', NaN].includes(_));
console.log(customCoalesce(undefined, null, NaN, '', 'Waldo'));
","Medium
"
43,JavaScript: Change function that accepts an array into a variadic function,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Change function that accepts an array into a variadic function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const collectInto = fn => (...args) => fn(args);
const Pall = collectInto(Promise.all.bind(Promise));
let p1 = Promise.resolve(1);
let p2 = Promise.resolve(2);
let p3 = new Promise(resolve => setTimeout(resolve, 2000, 3));
Pall(p1, p2, p3).then(console.log); // [1, 2, 3] (after about 2 seconds)
","Hard
"
44,JavaScript: Remove falsey values from a given array,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Remove falsey values from a given array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const compact = arr => arr.filter(Boolean);
console.log(compact([0, 1, false, 2, '', 3, 'a', 'e' * 23, NaN, 's', 34]));
console.log(compact([false, NaN, 'e' * 23]));
","Medium
"
46,JavaScript: Curry (curries) a function,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Curry (curries) a function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const curry = (fn, arity = fn.length, ...args) =>
  arity <= args.length ? fn(...args) : curry.bind(null, fn, arity, ...args);
console.log(curry(Math.pow)(2)(8));
console.log(curry(Math.min, 3)(10)(50)(2));
","Medium
"
47,JavaScript: Perform a deep comparison between two values to determine if they are equivalent,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Perform a deep comparison between two values to determine if they are equivalent</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const equals = (a, b) => {
  if (a === b) return true;
  if (a instanceof Date && b instanceof Date) return a.getTime() === b.getTime();
  if (!a || !b || (typeof a !== 'object' && typeof b !== 'object')) return a === b;
  if (a === null || a === undefined || b === null || b === undefined) return false;
  if (a.prototype !== b.prototype) return false;
  let keys = Object.keys(a);
  if (keys.length !== Object.keys(b).length) return false;
  return keys.every(k => equals(a[k], b[k]));
};

console.log(equals({ a: [2, { e: 3 }], b: [4], c: 'foo' }, { a: [2, { e: 3 }], b: [4], c: 'foo' }));
","Medium
"
48,JavaScript: Get an array of function property names from own enumerable properties of an object,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get an array of function property names from own enumerable properties of an object</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const functions = (obj, inherited = false) =>
  (inherited
    ? [...Object.keys(obj), ...Object.keys(Object.getPrototypeOf(obj))]
    : Object.keys(obj)
  ).filter(key => typeof obj[key] === 'function');
function Foo() {
  this.a = () => 1;
  this.b = () => 2;
}
Foo.prototype.c = () => 3;
console.log(functions(new Foo()));
console.log(functions(new Foo(), true));
","Medium
"
49,JavaScript: Retrieve a set of properties indicated by the given selectors from an object,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Retrieve a set of properties indicated by the given selectors from an object</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const get = (from, ...selectors) =>
  [...selectors].map(s =>
    s
      .replace(/\[([^\[\]]*)\]/g, '.$1.')
      .split('.')
      .filter(t => t !== '')
      .reduce((prev, cur) => prev && prev[cur], from)
  );
const obj = { selector: { to: { val: 'val to select' } }, target: [1, 2, { a: 'test' }] };

console.log(get(obj, 'selector.to.val', 'target[0]', 'target[2].a')); 
","Medium
"
50,"JavaScript : Convert an integer to a suffixed string, adding am or pm based on its value","<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Convert an integer to a suffixed string, adding am or pm based on its value</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const get_Meridiem_Suffix_Of_Integer = num =>
  num === 0 || num === 24
    ? 12 + 'am'
    : num === 12
      ? 12 + 'pm'
      : num < 12
        ? (num % 12) + 'am'
        : (num % 12) + 'pm';

console.log(get_Meridiem_Suffix_Of_Integer(0));
console.log(get_Meridiem_Suffix_Of_Integer(11));
console.log(get_Meridiem_Suffix_Of_Integer(13));
console.log(get_Meridiem_Suffix_Of_Integer(25));
","Medium
"
51,JavaScript: Get an object containing the parameters of the current URL,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get an object containing the parameters of the current URL</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
  const get_URL_Parameters = url =>
  (url.match(/([^?=&]+)(=([^&]*))/g) || []).reduce(
    (a, v) => ((a[v.slice(0, v.indexOf('='))] = v.slice(v.indexOf('=') + 1)), a),
    {}
  );
console.log(get_URL_Parameters('http://url.com/page?name=Adam&surname=Smith')); 
console.log(get_URL_Parameters('google.com'));
console.log(get_URL_Parameters('https://www.w3resource.com'));
","Hard
"
52,JavaScript: Group the elements of a given array based on the given function,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Group the elements of a given array based on the given function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const group_By = (arr, fn) =>
  arr.map(typeof fn === 'function' ? fn : val => val[fn]).reduce((acc, val, i) => {
    acc[val] = (acc[val] || []).concat(arr[i]);
    return acc;
  }, {});
console.log(group_By([6.1, 4.2, 6.3], Math.sqrt)); 
console.log(group_By([6.1, 4.2, 6.3], Math.floor)); 
console.log(group_By(['one', 'two', 'three'], 'length'));
","Hard
"
